"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","zfs_jbod_00",,,,"User:","root"
"Cmdline:","dstat -tcmdD total --output dstat.output",,,,"Date:","27 Mar 2019 03:58:56 EDT"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",
27-03 04:05:37,0.125,12.296,81.932,5.458,0.0,0.188,7754899456.0,0.0,67778224128.0,298467328.0,0.0,117858304.0
27-03 04:05:38,0.188,4.078,89.586,6.023,0.0,0.125,7810547712.0,0.0,67705937920.0,315105280.0,0.0,115687424.0
27-03 04:05:39,0.125,3.258,90.476,6.015,0.0,0.125,7858679808.0,0.0,67657441280.0,315469824.0,0.0,88133632.0
27-03 04:05:40,0.126,4.651,89.126,5.971,0.0,0.126,7848890368.0,0.0,67623145472.0,359555072.0,0.0,133394432.0
27-03 04:05:41,0.125,2.753,90.989,6.070,0.0,0.063,7891902464.0,0.0,67622952960.0,316735488.0,0.0,78269952.0
27-03 04:05:42,0.125,3.444,90.294,6.011,0.0,0.125,7938461696.0,0.0,67575357440.0,317771776.0,0.0,85794816.0
27-03 04:05:43,0.189,9.686,84.340,5.660,0.0,0.126,8043831296.0,0.0,67497172992.0,290586624.0,0.0,262139904.0
27-03 04:05:44,0.126,7.760,86.120,5.804,0.0,0.189,8117194752.0,0.0,67410341888.0,304054272.0,0.0,224509952.0
27-03 04:05:45,0.189,16.719,77.750,5.154,0.0,0.189,7944663040.0,0.0,67594256384.0,292671488.0,4096.0,167378944.0
27-03 04:05:46,0.126,12.382,81.680,5.496,0.0,0.316,8251924480.0,0.0,67263991808.0,315674624.0,0.0,276541440.0
27-03 04:05:47,0.126,9.994,84.035,5.594,0.0,0.251,8373182464.0,0.0,67162341376.0,296067072.0,0.0,270344192.0
27-03 04:05:48,0.189,6.923,86.973,5.853,0.0,0.063,8434937856.0,0.0,67073929216.0,322723840.0,0.0,190070784.0
27-03 04:05:49,0.126,9.918,83.955,5.685,0.0,0.316,8552554496.0,0.0,66975133696.0,303902720.0,0.0,287764480.0
27-03 04:05:50,0.126,10.327,83.753,5.668,0.0,0.126,8656740352.0,0.0,66832830464.0,342020096.0,0.0,276443136.0
27-03 04:05:51,0.188,11.997,82.475,5.151,0.0,0.188,7821963264.0,0.0,66799071232.0,1210556416.0,32768.0,195842048.0
27-03 04:05:52,0.127,16.063,77.968,5.587,0.0,0.254,8142614528.0,0.0,67221065728.0,467910656.0,0.0,271998976.0
27-03 04:05:53,0.126,6.864,86.965,5.856,0.0,0.189,8140914688.0,0.0,67337220096.0,353456128.0,0.0,171966464.0
27-03 04:05:54,0.189,7.629,86.192,5.864,0.0,0.126,8248832000.0,0.0,67289534464.0,293224448.0,0.0,209793024.0
27-03 04:05:55,0.126,5.653,88.191,5.905,0.0,0.126,8318435328.0,0.0,67201495040.0,311660544.0,0.0,159670272.0
27-03 04:05:56,0.126,6.725,87.178,5.783,0.0,0.189,8399273984.0,0.0,67114938368.0,317378560.0,0.0,190676992.0
27-03 04:05:57,0.126,9.263,84.751,5.671,0.0,0.189,8478916608.0,0.0,67024912384.0,327761920.0,0.0,266309632.0
27-03 04:05:58,0.318,28.989,65.989,4.132,0.0,0.572,8165822464.0,0.0,67069665280.0,596103168.0,16384.0,634908672.0
27-03 04:05:59,0.254,26.206,68.338,4.569,0.0,0.635,7609155584.0,0.0,67287535616.0,934899712.0,0.0,589070336.0
27-03 04:06:00,0.251,13.765,80.327,5.343,0.0,0.314,7738671104.0,0.0,67288805376.0,804114432.0,0.0,390926336.0
27-03 04:06:01,0.126,10.894,83.312,5.416,0.0,0.252,7773925376.0,0.0,67288805376.0,768860160.0,12288.0,297996288.0
27-03 04:06:02,0.127,22.532,73.671,3.418,0.0,0.253,7220142080.0,0.0,67964719104.0,646729728.0,0.0,364888064.0
27-03 04:06:03,0.188,10.867,83.354,5.402,0.0,0.188,7375056896.0,0.0,67986890752.0,469643264.0,0.0,292614144.0
27-03 04:06:04,0.127,9.867,84.061,5.693,0.0,0.253,7512928256.0,0.0,67954642944.0,364019712.0,0.0,287739904.0
27-03 04:06:05,0.127,14.812,79.466,5.277,0.0,0.318,7726972928.0,0.0,67730268160.0,374349824.0,0.0,418320384.0
27-03 04:06:06,0.190,26.599,68.398,4.370,0.0,0.443,7575822336.0,0.0,67680382976.0,575385600.0,28672.0,594567168.0
27-03 04:06:07,0.192,28.927,65.517,4.789,0.0,0.575,7293972480.0,0.0,67826327552.0,711290880.0,0.0,666918912.0
27-03 04:06:08,0.126,23.455,71.564,4.477,0.0,0.378,6837112832.0,0.0,68113084416.0,881393664.0,16384.0,478437376.0
27-03 04:06:09,0.190,18.683,75.617,5.193,0.0,0.317,7206076416.0,0.0,68331913216.0,293601280.0,0.0,436871168.0
27-03 04:06:10,0.190,10.872,83.059,5.626,0.0,0.253,7345098752.0,0.0,68179275776.0,307216384.0,0.0,314818560.0
27-03 04:06:11,0.189,15.322,78.689,5.422,0.0,0.378,7498125312.0,0.0,67992334336.0,341131264.0,0.0,437145600.0
27-03 04:06:12,0.189,29.482,65.467,4.167,0.0,0.694,7249223680.0,0.0,68050059264.0,532307968.0,32768.0,693009920.0
27-03 04:06:13,0.190,31.286,63.268,4.623,0.0,0.633,6994075648.0,0.0,68330962944.0,506552320.0,0.0,746192896.0
27-03 04:06:14,0.190,31.522,63.171,4.422,0.0,0.695,6734397440.0,0.0,68759597056.0,337596416.0,16384.0,642867200.0
27-03 04:06:15,0.190,20.178,74.746,4.378,0.0,0.508,6836092928.0,0.0,68692021248.0,303476736.0,0.0,533446656.0
27-03 04:06:16,0.126,19.824,74.701,4.972,0.0,0.378,7049633792.0,0.0,68436697088.0,345260032.0,0.0,543465472.0
27-03 04:06:17,0.189,17.202,77.190,5.041,0.0,0.378,6647300096.0,0.0,68685520896.0,498769920.0,20480.0,300797952.0
27-03 04:06:18,0.126,11.713,82.368,5.605,0.0,0.189,6576115712.0,0.0,68796170240.0,459304960.0,0.0,302100480.0
27-03 04:06:19,0.127,11.448,82.732,5.440,0.0,0.253,6736510976.0,0.0,68725727232.0,369352704.0,0.0,321298432.0
27-03 04:06:20,0.189,16.352,78.113,4.969,0.0,0.377,6211858432.0,0.0,68718403584.0,901328896.0,20480.0,348512256.0
27-03 04:06:21,0.126,13.199,80.704,5.657,0.0,0.314,6336372736.0,0.0,69115408384.0,379809792.0,0.0,247353344.0
27-03 04:06:22,0.189,5.594,88.309,5.845,0.0,0.063,6421422080.0,0.0,69075283968.0,334884864.0,0.0,158453760.0
27-03 04:06:23,0.126,5.217,88.686,5.845,0.0,0.126,6496751616.0,0.0,69024956416.0,309882880.0,0.0,139567104.0
27-03 04:06:24,0.125,3.952,89.900,5.960,0.0,0.063,6546350080.0,0.0,68983185408.0,302055424.0,0.0,110215168.0
27-03 04:06:25,0.125,4.391,89.460,5.897,0.0,0.125,6608482304.0,0.0,68913180672.0,309927936.0,0.0,121208832.0
27-03 04:06:26,0.063,2.891,91.012,6.034,0.0,0.0,6657306624.0,0.0,68861349888.0,312934400.0,0.0,82595840.0
27-03 04:06:27,0.126,3.955,89.768,6.026,0.0,0.126,6714310656.0,0.0,68802256896.0,315023360.0,0.0,105701376.0
27-03 04:06:28,0.126,3.515,90.395,5.901,0.0,0.063,6763483136.0,0.0,68741488640.0,326619136.0,0.0,97402880.0
27-03 04:06:29,0.189,15.869,78.652,5.038,0.0,0.252,7004184576.0,0.0,68502736896.0,324669440.0,12288.0,169562112.0
27-03 04:06:30,0.126,6.152,87.947,5.650,0.0,0.126,7316811776.0,0.0,68181295104.0,333484032.0,0.0,119398400.0
27-03 04:06:31,0.125,4.318,89.424,6.008,0.0,0.125,7379812352.0,0.0,68148744192.0,303034368.0,0.0,117727232.0
27-03 04:06:32,0.188,3.137,90.590,6.023,0.0,0.063,7426777088.0,0.0,68091129856.0,313683968.0,0.0,87658496.0
27-03 04:06:33,0.126,4.520,89.266,6.026,0.0,0.063,7500283904.0,0.0,68041555968.0,289751040.0,0.0,130629632.0
27-03 04:06:34,0.126,3.641,90.082,6.026,0.0,0.126,7554224128.0,0.0,67992018944.0,285347840.0,0.0,104280064.0
27-03 04:06:35,0.126,7.972,85.938,5.775,0.0,0.188,7661830144.0,0.0,67885383680.0,284377088.0,0.0,212193280.0
27-03 04:06:36,0.126,9.028,85.101,5.556,0.0,0.189,7023427584.0,0.0,67811708928.0,996454400.0,16384.0,183009280.0
27-03 04:06:37,0.189,14.493,79.206,5.734,0.0,0.378,7138803712.0,0.0,68242960384.0,449826816.0,0.0,217559040.0
27-03 04:06:38,0.189,11.027,82.924,5.608,0.0,0.252,7222292480.0,0.0,68137902080.0,471396352.0,0.0,299909120.0
27-03 04:06:39,0.126,12.602,81.601,5.419,0.0,0.252,7394885632.0,0.0,68082909184.0,353796096.0,0.0,348028928.0
27-03 04:06:40,0.126,8.953,85.183,5.612,0.0,0.126,7501283328.0,0.0,68005486592.0,324820992.0,0.0,250732544.0
27-03 04:06:41,0.126,8.113,86.038,5.472,0.0,0.252,7596081152.0,0.0,67894902784.0,340606976.0,0.0,216842240.0
27-03 04:06:42,0.189,15.302,78.904,5.416,0.0,0.189,7509389312.0,0.0,67982553088.0,339648512.0,16384.0,206614016.0
27-03 04:06:43,0.125,9.342,84.451,5.768,0.0,0.313,7557140480.0,0.0,67898597376.0,375853056.0,0.0,178253824.0
27-03 04:06:44,0.126,6.936,87.074,5.738,0.0,0.126,7607050240.0,0.0,67822292992.0,402247680.0,0.0,200486912.0
27-03 04:06:45,0.126,8.076,85.994,5.741,0.0,0.063,7682441216.0,0.0,67736326144.0,412823552.0,0.0,224944128.0
27-03 04:06:46,0.189,7.165,86.675,5.845,0.0,0.126,7728291840.0,0.0,67652382720.0,450916352.0,0.0,199270400.0
27-03 04:06:47,0.126,7.345,86.566,5.775,0.0,0.188,7801413632.0,0.0,67567398912.0,462778368.0,0.0,203313152.0
27-03 04:06:48,0.189,12.146,82.379,5.098,0.0,0.189,7291502592.0,0.0,67798802432.0,741285888.0,28672.0,176750592.0
27-03 04:06:49,0.189,17.799,76.226,5.409,0.0,0.377,7949959168.0,0.0,67491176448.0,390455296.0,0.0,297586688.0
27-03 04:06:50,0.127,18.936,75.427,5.003,0.0,0.507,8220811264.0,0.0,67305603072.0,305176576.0,0.0,521129984.0
27-03 04:06:51,0.127,16.603,77.883,5.070,0.0,0.317,8342417408.0,0.0,67136020480.0,353153024.0,0.0,463929344.0
27-03 04:06:52,0.190,23.794,70.749,4.759,0.0,0.508,8000061440.0,0.0,67442327552.0,389201920.0,16384.0,477351936.0
27-03 04:06:53,0.126,12.280,81.612,5.730,0.0,0.252,7575556096.0,0.0,67706335232.0,549699584.0,0.0,245796864.0
27-03 04:06:54,0.126,7.852,85.992,5.842,0.0,0.188,7673393152.0,0.0,67665301504.0,492896256.0,0.0,222306304.0
27-03 04:06:55,0.189,10.440,83.585,5.597,0.0,0.189,7793774592.0,0.0,67617509376.0,420306944.0,0.0,282152960.0
27-03 04:06:56,0.126,9.119,84.906,5.660,0.0,0.189,7905091584.0,0.0,67513647104.0,412852224.0,0.0,246976512.0
27-03 04:06:57,0.126,9.730,84.306,5.650,0.0,0.188,8005738496.0,0.0,67390652416.0,435200000.0,0.0,255111168.0
27-03 04:06:58,0.126,15.535,78.868,5.283,0.0,0.189,7723298816.0,0.0,67642085376.0,466206720.0,20480.0,240500736.0
27-03 04:06:59,0.190,19.267,74.921,5.306,0.0,0.316,8095748096.0,0.0,67219193856.0,516648960.0,0.0,383840256.0
27-03 04:07:00,0.254,21.056,73.410,4.771,0.0,0.509,8288010240.0,0.0,67055923200.0,487657472.0,0.0,606359552.0
27-03 04:07:01,0.252,27.256,67.760,4.038,0.0,0.694,7934517248.0,0.0,67317436416.0,579637248.0,16384.0,565317632.0
27-03 04:07:02,0.126,16.111,78.037,5.412,0.0,0.315,7814443008.0,0.0,67702960128.0,314187776.0,0.0,332042240.0
27-03 04:07:03,0.127,10.879,83.238,5.503,0.0,0.253,7918198784.0,0.0,67554021376.0,359370752.0,0.0,291373056.0
27-03 04:07:04,0.126,8.759,85.318,5.671,0.0,0.126,8015556608.0,0.0,67447939072.0,368095232.0,0.0,244256768.0
27-03 04:07:05,0.189,11.041,82.965,5.552,0.0,0.252,8138465280.0,0.0,67280281600.0,412844032.0,0.0,308023296.0
27-03 04:07:06,0.125,8.344,85.571,5.772,0.0,0.188,8247439360.0,0.0,67117514752.0,466636800.0,0.0,223789056.0
27-03 04:07:07,0.189,14.833,79.510,5.343,0.0,0.126,7882428416.0,0.0,67479744512.0,469417984.0,20480.0,201220096.0
27-03 04:07:08,0.190,29.766,64.978,4.497,0.0,0.570,8752967680.0,0.0,66731945984.0,346677248.0,0.0,644182016.0
27-03 04:07:09,0.190,25.841,68.762,4.508,0.0,0.698,9068683264.0,0.0,66246901760.0,516005888.0,0.0,664920064.0
27-03 04:07:10,0.191,28.334,66.496,4.531,0.0,0.447,8665079808.0,0.0,66795421696.0,371089408.0,16384.0,524595200.0
27-03 04:07:11,0.126,19.279,75.095,5.183,0.0,0.316,8619896832.0,0.0,66906664960.0,305029120.0,0.0,447021056.0
27-03 04:07:12,0.190,17.320,76.928,5.183,0.0,0.379,8822906880.0,0.0,66715107328.0,293576704.0,0.0,469992960.0
27-03 04:07:13,0.125,17.555,76.740,5.078,0.0,0.502,8908898304.0,0.0,66493521920.0,429170688.0,0.0,476635136.0
27-03 04:07:14,0.126,11.202,82.945,5.538,0.0,0.189,9028841472.0,0.0,66446987264.0,355762176.0,0.0,307793920.0
27-03 04:07:15,0.189,15.467,79.040,4.987,0.0,0.316,8294023168.0,0.0,66547077120.0,990490624.0,20480.0,274173952.0
27-03 04:07:16,0.189,14.997,78.891,5.545,0.0,0.378,8107335680.0,0.0,67164471296.0,559783936.0,0.0,264704000.0
27-03 04:07:17,0.125,7.842,86.136,5.709,0.0,0.188,8217759744.0,0.0,67165581312.0,448249856.0,0.0,207265792.0
27-03 04:07:18,0.189,11.041,82.902,5.615,0.0,0.252,8350212096.0,0.0,67082334208.0,399044608.0,0.0,306319360.0
27-03 04:07:19,0.126,6.101,87.799,5.849,0.0,0.126,8368381952.0,0.0,67049668608.0,413540352.0,0.0,170643456.0
27-03 04:07:20,0.126,5.528,88.254,5.905,0.0,0.188,8403853312.0,0.0,66991427584.0,436310016.0,0.0,155820032.0
27-03 04:07:21,0.125,3.639,90.213,5.960,0.0,0.063,8429670400.0,0.0,66970087424.0,431833088.0,0.0,103809024.0
27-03 04:07:22,0.188,3.070,90.602,6.078,0.0,0.063,8452132864.0,0.0,66940514304.0,438943744.0,0.0,87859200.0
27-03 04:07:23,0.125,2.939,90.807,6.066,0.0,0.063,8454213632.0,0.0,66920230912.0,457146368.0,0.0,73482240.0
27-03 04:07:24,0.126,1.947,91.834,6.093,0.0,0.0,8461357056.0,0.0,66904461312.0,465772544.0,0.0,56770560.0
27-03 04:07:25,0.125,3.882,89.919,6.011,0.0,0.063,8462925824.0,0.0,66873790464.0,494874624.0,0.0,97345536.0
27-03 04:07:26,0.188,4.503,89.306,5.941,0.0,0.063,7867912192.0,0.0,66887217152.0,1076461568.0,20480.0,54628352.0
27-03 04:07:27,0.189,12.335,82.190,5.098,0.0,0.189,8410300416.0,0.0,67147862016.0,273428480.0,0.0,92037120.0
27-03 04:07:28,0.125,5.886,87.915,5.949,0.0,0.125,8319430656.0,0.0,67077681152.0,434479104.0,0.0,114765824.0
27-03 04:07:29,0.125,3.450,90.402,6.023,0.0,0.0,8362536960.0,0.0,67030708224.0,438345728.0,0.0,90439680.0
27-03 04:07:30,0.188,3.258,90.351,6.078,0.0,0.125,8400891904.0,0.0,66999472128.0,431226880.0,0.0,93048832.0
27-03 04:07:31,0.125,3.697,90.100,6.015,0.0,0.063,8432902144.0,0.0,66954616832.0,444071936.0,0.0,99504128.0
27-03 04:07:32,0.126,2.009,91.714,6.089,0.0,0.063,8462045184.0,0.0,66929717248.0,439828480.0,0.0,57274368.0
27-03 04:07:33,0.125,2.441,91.239,6.133,0.0,0.063,8494755840.0,0.0,66900660224.0,436174848.0,0.0,62922752.0
27-03 04:07:34,0.188,3.013,90.647,6.089,0.0,0.063,8542076928.0,0.0,66855997440.0,433516544.0,0.0,89452544.0
27-03 04:07:35,0.125,3.887,89.906,6.019,0.0,0.063,8590118912.0,0.0,66823983104.0,417488896.0,0.0,106725376.0
27-03 04:07:36,0.125,0.939,92.736,6.199,0.0,0.0,8601436160.0,0.0,66807590912.0,422563840.0,0.0,26656768.0
27-03 04:07:37,0.125,7.152,86.763,5.834,0.0,0.125,8694771712.0,0.0,66713640960.0,423178240.0,0.0,188768256.0
27-03 04:07:38,0.126,9.057,85.031,5.597,0.0,0.189,8797511680.0,0.0,66537455616.0,496623616.0,0.0,259502080.0
27-03 04:07:39,0.188,15.144,79.161,5.257,0.0,0.250,8025530368.0,0.0,66498973696.0,1307086848.0,16384.0,278208512.0
27-03 04:07:40,0.190,13.409,80.519,5.756,0.0,0.127,8203243520.0,0.0,67067383808.0,560963584.0,0.0,191815680.0
27-03 04:07:41,0.126,8.543,85.364,5.779,0.0,0.188,8247013376.0,0.0,67005239296.0,579338240.0,0.0,222875648.0
27-03 04:07:42,0.126,8.003,86.011,5.671,0.0,0.189,8349057024.0,0.0,66956775424.0,525758464.0,0.0,221670912.0
27-03 04:07:43,0.125,10.714,83.396,5.576,0.0,0.188,8451526656.0,0.0,66855673856.0,524390400.0,0.0,278241280.0
27-03 04:07:44,0.189,6.918,86.918,5.849,0.0,0.126,8563445760.0,0.0,66846547968.0,421597184.0,0.0,199708672.0
27-03 04:07:45,0.126,7.997,85.957,5.730,0.0,0.189,8646979584.0,0.0,66748874752.0,435736576.0,0.0,221429760.0
27-03 04:07:46,0.126,6.356,87.413,5.916,0.0,0.189,8654553088.0,0.0,66684764160.0,492273664.0,0.0,184094720.0
27-03 04:07:47,0.188,13.497,80.728,5.461,0.0,0.126,8122818560.0,0.0,67039801344.0,668971008.0,20480.0,160264192.0
27-03 04:07:48,0.126,10.371,83.784,5.531,0.0,0.189,7804809216.0,0.0,67317526528.0,709255168.0,0.0,203259904.0
27-03 04:07:49,0.189,6.986,86.847,5.790,0.0,0.189,7901978624.0,0.0,67317010432.0,612601856.0,0.0,196182016.0
27-03 04:07:50,0.063,5.270,88.770,5.897,0.0,0.0,7971229696.0,0.0,67317010432.0,543350784.0,0.0,139837440.0
27-03 04:07:51,0.125,4.762,89.035,5.952,0.0,0.125,8034402304.0,0.0,67317010432.0,480178176.0,0.0,127610880.0
27-03 04:07:52,0.126,7.246,86.641,5.797,0.0,0.189,8124129280.0,0.0,67317010432.0,390451200.0,0.0,202158080.0
27-03 04:07:53,0.126,9.956,84.121,5.545,0.0,0.252,8239902720.0,0.0,67175501824.0,416186368.0,0.0,272908288.0
27-03 04:07:54,0.190,25.919,69.011,4.436,0.0,0.444,7658213376.0,0.0,67209412608.0,963964928.0,16384.0,584347648.0
27-03 04:07:55,0.190,27.855,66.942,4.378,0.0,0.635,7180775424.0,0.0,67828498432.0,822317056.0,0.0,649175040.0
27-03 04:07:56,0.126,14.412,79.799,5.412,0.0,0.252,7212773376.0,0.0,67900964864.0,717852672.0,0.0,378486784.0
27-03 04:07:57,0.189,15.660,78.679,5.220,0.0,0.252,6555987968.0,0.0,68318146560.0,957456384.0,20480.0,206168064.0
27-03 04:07:58,0.189,8.633,85.255,5.671,0.0,0.252,6655287296.0,0.0,68192837632.0,983465984.0,0.0,251559936.0
27-03 04:07:59,0.126,10.593,83.480,5.612,0.0,0.189,6800384000.0,0.0,68119052288.0,912154624.0,0.0,298217472.0
27-03 04:08:00,0.315,10.845,83.039,5.549,0.0,0.252,6948421632.0,0.0,68035289088.0,847880192.0,0.0,308375552.0
27-03 04:08:01,0.127,7.658,86.329,5.759,0.0,0.127,7052447744.0,0.0,67994136576.0,785006592.0,0.0,230428672.0
27-03 04:08:02,0.189,22.257,72.446,4.603,0.0,0.504,6798745600.0,0.0,68115808256.0,917037056.0,4096.0,524513280.0
27-03 04:08:03,0.253,26.076,68.354,5.0,0.0,0.316,7566348288.0,0.0,67870724096.0,394518528.0,0.0,552685568.0
27-03 04:08:04,0.191,31.425,64.122,3.690,0.0,0.573,7797141504.0,0.0,67734433792.0,300015616.0,16384.0,625442816.0
27-03 04:08:05,0.189,17.788,76.241,5.468,0.0,0.314,8850317312.0,0.0,66706608128.0,274665472.0,0.0,253784064.0
27-03 04:08:06,0.189,10.195,83.826,5.538,0.0,0.252,9161150464.0,0.0,66248077312.0,422363136.0,0.0,212676608.0
27-03 04:08:07,0.126,10.859,83.207,5.429,0.0,0.379,9322569728.0,0.0,66089783296.0,419237888.0,0.0,312713216.0
27-03 04:08:08,0.189,11.546,82.713,5.363,0.0,0.189,9451569152.0,0.0,65951268864.0,428752896.0,0.0,329412608.0
27-03 04:08:09,0.189,21.136,73.943,4.353,0.0,0.379,8857235456.0,0.0,66491809792.0,482545664.0,16384.0,312279040.0
27-03 04:08:10,0.190,19.975,75.079,4.312,0.0,0.444,8191340544.0,0.0,66515845120.0,1124405248.0,0.0,547287040.0
27-03 04:08:11,0.127,26.735,68.046,4.583,0.0,0.509,8418512896.0,0.0,66515845120.0,897232896.0,0.0,771796992.0
27-03 04:08:12,0.190,21.293,73.194,4.816,0.0,0.507,8501321728.0,0.0,66515849216.0,814419968.0,0.0,609603072.0
27-03 04:08:13,0.190,22.476,72.063,4.825,0.0,0.444,8021803008.0,0.0,67101462528.0,708325376.0,4096.0,426729472.0
27-03 04:08:14,0.189,20.063,74.196,5.174,0.0,0.379,7917473792.0,0.0,67597553664.0,316563456.0,0.0,449007616.0
27-03 04:08:15,0.190,20.812,73.604,5.013,0.0,0.381,7067017216.0,0.0,67381460992.0,1383112704.0,16384.0,409464832.0
27-03 04:08:16,0.189,19.420,75.410,4.666,0.0,0.315,8091070464.0,0.0,67456368640.0,284151808.0,0.0,346566656.0
27-03 04:08:17,0.126,13.493,81.400,4.540,0.0,0.441,8431476736.0,0.0,67123851264.0,276262912.0,0.0,304177152.0
27-03 04:08:18,0.126,12.091,81.990,5.479,0.0,0.315,8542773248.0,0.0,66981466112.0,307351552.0,0.0,325484544.0
27-03 04:08:19,0.190,11.097,82.942,5.517,0.0,0.254,8606765056.0,0.0,66885586944.0,339238912.0,0.0,315441152.0
27-03 04:08:20,0.126,11.362,82.800,5.524,0.0,0.188,8720076800.0,0.0,66778345472.0,333168640.0,0.0,303431680.0
27-03 04:08:21,0.125,2.947,90.721,6.082,0.0,0.125,8744407040.0,0.0,66738151424.0,349032448.0,0.0,80125952.0
27-03 04:08:22,0.125,4.188,89.688,5.938,0.0,0.062,8763916288.0,0.0,66687684608.0,379990016.0,0.0,98861056.0
27-03 04:08:23,0.125,3.759,89.975,6.078,0.0,0.063,8778293248.0,0.0,66645475328.0,407822336.0,0.0,95518720.0
27-03 04:08:24,0.189,14.906,79.182,5.409,0.0,0.314,8291860480.0,0.0,67249078272.0,290652160.0,16384.0,121958400.0
27-03 04:08:25,0.125,4.828,88.777,6.082,0.0,0.188,8588513280.0,0.0,66890862592.0,352215040.0,0.0,66723840.0
27-03 04:08:26,0.125,5.646,88.206,5.897,0.0,0.125,8668004352.0,0.0,66797473792.0,366112768.0,0.0,152457216.0
27-03 04:08:27,0.188,2.387,91.269,6.093,0.0,0.063,8705544192.0,0.0,66761060352.0,364986368.0,0.0,68534272.0
27-03 04:08:28,0.126,5.790,84.959,8.936,0.0,0.189,8784539648.0,0.0,66679148544.0,367902720.0,0.0,156168192.0
27-03 04:08:29,0.691,3.897,88.812,6.600,0.0,0.0,8834940928.0,0.0,66603106304.0,393543680.0,0.0,103026688.0
27-03 04:08:30,0.189,4.025,89.686,5.975,0.0,0.126,8890798080.0,0.0,66547466240.0,393326592.0,0.0,114016256.0
27-03 04:08:31,0.125,2.818,90.858,6.074,0.0,0.125,8924688384.0,0.0,66501799936.0,405102592.0,0.0,72495104.0
27-03 04:08:32,0.189,3.270,90.503,5.975,0.0,0.063,8973598720.0,0.0,66472181760.0,385810432.0,0.0,93683712.0
27-03 04:08:33,0.188,3.260,90.408,6.082,0.0,0.063,9018171392.0,0.0,66433806336.0,379613184.0,0.0,92299264.0
27-03 04:08:34,0.188,4.893,88.833,5.897,0.0,0.188,9084575744.0,0.0,66364813312.0,382201856.0,0.0,135921664.0
27-03 04:08:35,0.188,4.514,89.154,6.019,0.0,0.125,9119657984.0,0.0,66303950848.0,407982080.0,0.0,125882368.0
27-03 04:08:36,0.126,9.108,84.862,5.653,0.0,0.251,9146580992.0,0.0,66202091520.0,482918400.0,0.0,247607296.0
27-03 04:08:37,0.189,10.768,83.753,5.101,0.0,0.189,8349261824.0,0.0,66361229312.0,1121099776.0,16384.0,146956288.0
27-03 04:08:38,0.189,14.745,80.088,4.726,0.0,0.252,7950016512.0,0.0,66969526272.0,912048128.0,0.0,270581760.0
27-03 04:08:39,0.126,8.391,85.615,5.741,0.0,0.126,8081711104.0,0.0,66969526272.0,780353536.0,0.0,243802112.0
27-03 04:08:40,0.126,8.391,85.615,5.678,0.0,0.189,8207831040.0,0.0,66969526272.0,654233600.0,0.0,248811520.0
27-03 04:08:41,0.189,12.429,81.577,5.489,0.0,0.315,8362967040.0,0.0,66880970752.0,587653120.0,0.0,347406336.0
27-03 04:08:42,0.127,8.360,85.687,5.700,0.0,0.127,8431538176.0,0.0,66786279424.0,613773312.0,0.0,249077248.0
27-03 04:08:43,0.126,8.528,85.534,5.685,0.0,0.126,8537853952.0,0.0,66729078784.0,564658176.0,0.0,245899264.0
27-03 04:08:44,0.189,18.233,76.593,4.669,0.0,0.315,7773544448.0,0.0,67252162560.0,805883904.0,16384.0,274358272.0
27-03 04:08:45,0.126,7.668,87.052,4.965,0.0,0.189,7726968832.0,0.0,67360247808.0,744374272.0,0.0,187084800.0
27-03 04:08:46,0.126,8.959,84.921,5.741,0.0,0.252,7844642816.0,0.0,67360612352.0,626335744.0,0.0,264740864.0
27-03 04:08:47,0.188,8.098,85.750,5.775,0.0,0.188,7934234624.0,0.0,67360612352.0,536743936.0,0.0,214593536.0
27-03 04:08:48,0.126,5.986,87.839,5.860,0.0,0.189,7979560960.0,0.0,67360612352.0,491417600.0,0.0,171958272.0
27-03 04:08:49,0.253,13.211,79.836,6.321,0.0,0.379,8061517824.0,0.0,67309776896.0,460296192.0,1687552.0,363929600.0
27-03 04:08:50,0.507,30.292,62.928,5.767,0.0,0.507,8029614080.0,0.0,67332399104.0,469577728.0,1519616.0,557463040.0
27-03 04:08:51,0.628,26.742,65.035,6.968,0.0,0.628,8700743680.0,0.0,66640543744.0,490303488.0,3358720.0,561690112.0
27-03 04:08:52,0.569,24.953,68.604,5.370,0.0,0.505,7683964928.0,0.0,66911858688.0,1235767296.0,2326528.0,405368832.0
27-03 04:08:53,0.506,12.848,79.177,7.089,0.0,0.380,7769571328.0,0.0,67233296384.0,828723200.0,4202496.0,274358272.0
27-03 04:08:54,0.189,10.789,83.218,5.489,0.0,0.315,7940001792.0,0.0,67235835904.0,655753216.0,0.0,301518848.0
27-03 04:08:55,0.126,12.618,81.640,5.237,0.0,0.379,8131207168.0,0.0,67235835904.0,464547840.0,0.0,346140672.0
27-03 04:08:56,0.125,10.408,83.699,5.580,0.0,0.188,8249135104.0,0.0,67147681792.0,434774016.0,0.0,278753280.0
27-03 04:08:57,0.190,17.766,76.523,5.140,0.0,0.381,8429088768.0,0.0,66944532480.0,457969664.0,98304.0,499400704.0
27-03 04:08:58,0.127,25.987,69.045,4.331,0.0,0.510,7909085184.0,0.0,66862444544.0,1060061184.0,16384.0,632250368.0
