"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","zfs_jbod_00",,,,"User:","root"
"Cmdline:","dstat -tcmdD total --output dstat_100g_copy_vector_on.output",,,,"Date:","27 Mar 2019 04:14:11 EDT"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",
27-03 04:20:51,0.192,26.501,68.135,4.662,0.0,0.511,7355904000.0,0.0,67653627904.0,822059008.0,20480.0,704745472.0
27-03 04:20:52,0.255,29.063,65.647,4.589,0.0,0.446,8293715968.0,0.0,67170684928.0,367190016.0,0.0,723472384.0
27-03 04:20:53,0.189,28.977,65.909,4.419,0.0,0.505,7248756736.0,0.0,67465437184.0,1117396992.0,16384.0,676958208.0
27-03 04:20:54,0.191,27.654,67.006,4.577,0.0,0.572,7542345728.0,0.0,67710963712.0,578281472.0,0.0,770461696.0
27-03 04:20:55,0.191,19.924,74.539,4.901,0.0,0.446,7801851904.0,0.0,67430948864.0,598790144.0,0.0,678060032.0
27-03 04:20:56,0.318,27.781,66.942,4.387,0.0,0.572,7594782720.0,0.0,67706368000.0,530440192.0,24576.0,744058880.0
27-03 04:20:57,0.254,22.525,72.272,4.632,0.0,0.317,7334658048.0,0.0,67882414080.0,614518784.0,0.0,604475392.0
27-03 04:20:58,0.254,26.921,68.0,4.254,0.0,0.571,6983421952.0,0.0,67998162944.0,850006016.0,20480.0,733323264.0
27-03 04:20:59,0.255,31.485,63.289,4.398,0.0,0.574,7612059648.0,0.0,67846905856.0,372625408.0,24576.0,859996160.0
27-03 04:21:00,0.314,22.124,72.784,4.400,0.0,0.377,6626521088.0,0.0,67708477440.0,1496592384.0,32768.0,481169408.0
27-03 04:21:01,0.251,13.576,80.264,5.657,0.0,0.251,7169425408.0,0.0,68174794752.0,487370752.0,0.0,317669376.0
27-03 04:21:02,0.190,10.423,83.449,5.685,0.0,0.253,7352004608.0,0.0,68177063936.0,302522368.0,0.0,345911296.0
27-03 04:21:03,0.126,9.223,84.776,5.685,0.0,0.190,7468748800.0,0.0,67998101504.0,364740608.0,0.0,319217664.0
27-03 04:21:04,0.188,7.022,86.771,5.831,0.0,0.188,7545794560.0,0.0,67905781760.0,380014592.0,0.0,231780352.0
27-03 04:21:05,0.126,6.977,86.864,5.783,0.0,0.251,7614033920.0,0.0,67818659840.0,398897152.0,0.0,228786176.0
27-03 04:21:06,0.125,5.580,88.276,5.893,0.0,0.125,7665053696.0,0.0,67719401472.0,447135744.0,0.0,181956608.0
27-03 04:21:07,0.189,7.309,86.515,5.860,0.0,0.126,7715246080.0,0.0,67600306176.0,516038656.0,0.0,253583360.0
27-03 04:21:08,0.189,13.871,80.328,5.422,0.0,0.189,7686082560.0,0.0,67725668352.0,419840000.0,16384.0,220561408.0
27-03 04:21:09,0.126,16.415,77.484,5.597,0.0,0.377,8706359296.0,0.0,66848407552.0,276824064.0,0.0,264040448.0
27-03 04:21:10,0.189,6.994,86.767,5.797,0.0,0.252,8731258880.0,0.0,66640199680.0,460132352.0,0.0,246177792.0
27-03 04:21:11,0.126,5.174,88.580,5.931,0.0,0.189,8809414656.0,0.0,66554564608.0,467611648.0,0.0,196349952.0
27-03 04:21:12,0.252,15.544,78.729,5.223,0.0,0.252,7740289024.0,0.0,66673713152.0,1417588736.0,16384.0,285794304.0
27-03 04:21:13,0.126,15.710,78.360,5.489,0.0,0.315,8323588096.0,0.0,67175178240.0,332824576.0,0.0,327503872.0
27-03 04:21:14,0.126,9.355,84.640,5.689,0.0,0.190,8449380352.0,0.0,67074662400.0,307548160.0,0.0,314711040.0
27-03 04:21:15,0.125,6.085,87.829,5.834,0.0,0.125,8486793216.0,0.0,66998898688.0,345899008.0,0.0,197332992.0
27-03 04:21:16,0.252,10.277,83.544,5.612,0.0,0.315,8619368448.0,0.0,66871070720.0,341151744.0,0.0,341823488.0
27-03 04:21:17,0.126,9.608,84.387,5.626,0.0,0.253,8708538368.0,0.0,66734043136.0,389009408.0,0.0,341336064.0
27-03 04:21:18,0.189,5.919,87.846,5.919,0.0,0.126,8786075648.0,0.0,66656923648.0,388591616.0,0.0,207204352.0
27-03 04:21:19,0.126,5.860,88.154,5.734,0.0,0.126,8800555008.0,0.0,66564460544.0,466575360.0,0.0,201228288.0
27-03 04:21:20,0.126,12.343,81.864,5.353,0.0,0.315,8020328448.0,0.0,66502758400.0,1308504064.0,20480.0,265891840.0
27-03 04:21:21,0.189,14.069,79.685,5.804,0.0,0.252,8821116928.0,0.0,66655948800.0,354525184.0,0.0,245297152.0
27-03 04:21:22,0.125,10.408,83.574,5.768,0.0,0.125,9235304448.0,0.0,66116161536.0,480124928.0,0.0,156983296.0
27-03 04:21:23,0.126,5.468,88.372,5.908,0.0,0.126,9284583424.0,0.0,66014588928.0,532418560.0,0.0,186015744.0
27-03 04:21:24,0.190,12.468,81.582,5.380,0.0,0.380,9364488192.0,0.0,65909633024.0,557469696.0,0.0,440762368.0
27-03 04:21:25,0.127,8.550,85.370,5.700,0.0,0.253,9219026944.0,0.0,65869922304.0,742641664.0,0.0,322682880.0
27-03 04:21:26,0.253,28.843,65.844,4.491,0.0,0.569,8857878528.0,0.0,66488446976.0,485265408.0,32768.0,646545408.0
27-03 04:21:27,0.127,24.984,69.245,5.010,0.0,0.634,8722509824.0,0.0,66572255232.0,536825856.0,0.0,736354304.0
27-03 04:21:28,0.190,17.681,76.616,5.260,0.0,0.253,8966176768.0,0.0,66450468864.0,414945280.0,0.0,609599488.0
27-03 04:21:29,0.190,24.571,70.222,4.635,0.0,0.381,8394235904.0,0.0,66751959040.0,685395968.0,36864.0,560848896.0
27-03 04:21:30,0.191,22.074,72.455,4.707,0.0,0.573,8659857408.0,0.0,66788478976.0,383254528.0,0.0,554475520.0
27-03 04:21:31,0.127,21.841,72.381,5.016,0.0,0.635,9087246336.0,0.0,66314256384.0,430088192.0,40960.0,752246784.0
27-03 04:21:32,0.190,28.698,66.159,4.571,0.0,0.381,8677945344.0,0.0,66571919360.0,581726208.0,16384.0,689569792.0
27-03 04:21:33,0.127,26.696,67.660,4.946,0.0,0.571,8369631232.0,0.0,66970034176.0,491925504.0,0.0,695832576.0
27-03 04:21:34,0.127,19.429,75.048,4.952,0.0,0.444,8634953728.0,0.0,66781794304.0,414842880.0,0.0,673071104.0
27-03 04:21:35,0.190,27.232,67.574,4.433,0.0,0.570,8208125952.0,0.0,67111202816.0,512262144.0,32768.0,684765184.0
27-03 04:21:36,0.190,26.899,68.038,4.241,0.0,0.633,8011210752.0,0.0,67461443584.0,358936576.0,0.0,712900608.0
27-03 04:21:37,0.191,24.491,70.293,4.389,0.0,0.636,8014700544.0,0.0,67185700864.0,631189504.0,32768.0,799588352.0
27-03 04:21:38,0.254,32.549,62.492,4.069,0.0,0.636,7711522816.0,0.0,67655630848.0,464437248.0,0.0,806055936.0
27-03 04:21:39,0.190,15.803,78.761,4.804,0.0,0.442,7674011648.0,0.0,67828817920.0,328761344.0,0.0,469749760.0
27-03 04:21:40,0.126,7.813,86.200,5.671,0.0,0.189,7709274112.0,0.0,67683356672.0,438960128.0,0.0,259792896.0
27-03 04:21:41,0.189,13.468,80.931,5.223,0.0,0.189,7054331904.0,0.0,67831459840.0,945799168.0,36864.0,253317120.0
27-03 04:21:42,0.126,12.327,81.132,6.164,0.0,0.252,7390969856.0,0.0,68024131584.0,416489472.0,655360.0,255164416.0
27-03 04:21:43,0.188,8.720,85.257,5.646,0.0,0.188,7554105344.0,0.0,67859812352.0,417673216.0,0.0,285163520.0
27-03 04:21:44,0.126,6.734,87.162,5.853,0.0,0.126,7656243200.0,0.0,67719245824.0,456101888.0,0.0,227092480.0
27-03 04:21:45,0.126,5.290,88.539,5.919,0.0,0.126,7743258624.0,0.0,67611783168.0,476549120.0,0.0,189132800.0
27-03 04:21:46,0.189,7.804,86.092,5.790,0.0,0.126,7865290752.0,0.0,67532431360.0,433868800.0,0.0,281120768.0
27-03 04:21:47,0.126,5.682,88.194,5.871,0.0,0.126,7940866048.0,0.0,67456438272.0,434286592.0,0.0,200482816.0
27-03 04:21:48,0.126,9.560,84.654,5.535,0.0,0.126,7331827712.0,0.0,67571949568.0,927813632.0,12288.0,162344960.0
27-03 04:21:49,0.189,12.934,80.946,5.678,0.0,0.252,7062130688.0,0.0,67938701312.0,830758912.0,0.0,302948352.0
27-03 04:21:50,0.125,6.955,87.030,5.764,0.0,0.125,7177789440.0,0.0,67939848192.0,713953280.0,0.0,227598336.0
27-03 04:21:51,0.126,4.585,89.196,5.967,0.0,0.126,7255666688.0,0.0,67939848192.0,636076032.0,0.0,154152960.0
27-03 04:21:52,0.189,5.916,87.980,5.790,0.0,0.126,7358439424.0,0.0,67939848192.0,533303296.0,0.0,205131776.0
27-03 04:21:53,0.126,9.824,84.257,5.605,0.0,0.189,7476273152.0,0.0,67827896320.0,527421440.0,20480.0,315924480.0
27-03 04:21:54,0.189,18.411,76.356,4.729,0.0,0.315,7124672512.0,0.0,68358901760.0,348016640.0,4096.0,323031040.0
27-03 04:21:55,0.126,10.430,83.628,5.563,0.0,0.253,7221256192.0,0.0,68286349312.0,323985408.0,0.0,347287552.0
27-03 04:21:56,0.126,12.476,81.474,5.545,0.0,0.378,7391600640.0,0.0,68094205952.0,345784320.0,0.0,405602304.0
27-03 04:21:57,0.187,8.182,85.884,5.559,0.0,0.187,7074123776.0,0.0,68006834176.0,750632960.0,24576.0,224182272.0
27-03 04:21:58,0.127,12.999,81.040,5.644,0.0,0.190,6794608640.0,0.0,68533698560.0,503283712.0,0.0,209498112.0
27-03 04:21:59,0.189,5.657,88.121,5.845,0.0,0.189,6908350464.0,0.0,68534714368.0,388526080.0,0.0,203657216.0
27-03 04:22:00,0.251,9.045,84.862,5.653,0.0,0.188,7051202560.0,0.0,68369879040.0,410509312.0,0.0,293093376.0
27-03 04:22:01,0.126,6.868,86.957,5.860,0.0,0.189,7165411328.0,0.0,68249546752.0,416632832.0,0.0,231034880.0
27-03 04:22:02,0.189,6.486,87.343,5.793,0.0,0.189,7269732352.0,0.0,68133199872.0,428658688.0,0.0,213504000.0
27-03 04:22:03,0.126,16.614,77.764,5.117,0.0,0.379,7017058304.0,0.0,68233203712.0,581328896.0,20480.0,388943872.0
27-03 04:22:04,0.190,22.462,71.954,5.013,0.0,0.381,6875078656.0,0.0,68366004224.0,590508032.0,0.0,571539456.0
27-03 04:22:05,0.191,20.280,74.380,4.704,0.0,0.445,6510288896.0,0.0,68547981312.0,773320704.0,24576.0,498106368.0
27-03 04:22:06,0.190,20.646,73.781,5.003,0.0,0.380,6864191488.0,0.0,68613767168.0,353632256.0,0.0,579358720.0
27-03 04:22:07,0.128,21.597,73.163,4.601,0.0,0.511,7120490496.0,0.0,68267704320.0,443396096.0,0.0,765022208.0
27-03 04:22:08,0.190,23.656,71.474,4.301,0.0,0.380,6222901248.0,0.0,68863868928.0,744820736.0,24576.0,567611392.0
27-03 04:22:09,0.191,23.503,70.955,4.713,0.0,0.637,5915914240.0,0.0,68959375360.0,956301312.0,20480.0,698445824.0
27-03 04:22:10,0.191,28.653,66.582,4.130,0.0,0.445,6984249344.0,0.0,68474777600.0,372563968.0,0.0,744161280.0
27-03 04:22:11,0.253,30.380,65.443,3.481,0.0,0.443,7178891264.0,0.0,68111069184.0,541630464.0,24576.0,668020736.0
27-03 04:22:12,0.190,23.816,71.131,4.359,0.0,0.505,8178438144.0,0.0,67351080960.0,302071808.0,0.0,546848768.0
27-03 04:22:13,0.189,28.030,67.235,3.977,0.0,0.568,9068929024.0,0.0,66307887104.0,454774784.0,0.0,712241152.0
27-03 04:22:14,0.127,28.816,66.434,4.117,0.0,0.507,8515547136.0,0.0,66748190720.0,567853056.0,36864.0,640148992.0
27-03 04:22:15,0.192,27.522,66.922,4.662,0.0,0.702,8826634240.0,0.0,66628026368.0,376930304.0,0.0,754671616.0
27-03 04:22:16,0.319,25.160,69.285,4.598,0.0,0.639,9081896960.0,0.0,66380341248.0,369352704.0,0.0,889638912.0
27-03 04:22:17,0.190,30.443,64.937,3.861,0.0,0.570,8472088576.0,0.0,66662014976.0,697487360.0,73728.0,797663232.0
27-03 04:22:18,0.190,14.485,79.823,5.250,0.0,0.253,8341196800.0,0.0,67115278336.0,375115776.0,0.0,281833472.0
27-03 04:22:19,0.126,7.881,86.129,5.738,0.0,0.126,8454463488.0,0.0,67039076352.0,338051072.0,0.0,271122432.0
27-03 04:22:20,0.189,8.759,85.192,5.671,0.0,0.189,8505581568.0,0.0,67005964288.0,320045056.0,0.0,295284736.0
27-03 04:22:21,0.126,8.885,85.003,5.671,0.0,0.315,8604672000.0,0.0,66909769728.0,317149184.0,0.0,299794432.0
27-03 04:22:22,0.189,9.659,84.407,5.619,0.0,0.126,8662380544.0,0.0,66835181568.0,334028800.0,0.0,324395008.0
27-03 04:22:23,0.126,13.639,80.767,5.280,0.0,0.189,8226942976.0,0.0,67298418688.0,306229248.0,286720.0,195727360.0
27-03 04:22:24,0.188,8.103,86.181,5.339,0.0,0.188,8021258240.0,0.0,67439828992.0,370503680.0,0.0,162033664.0
27-03 04:22:25,0.189,9.470,84.407,5.619,0.0,0.316,8167071744.0,0.0,67291619328.0,372899840.0,0.0,326287360.0
27-03 04:22:26,0.126,5.668,88.161,5.919,0.0,0.126,8260222976.0,0.0,67191353344.0,380014592.0,0.0,194859008.0
27-03 04:22:27,0.126,3.778,90.113,5.919,0.0,0.063,8321040384.0,0.0,67112734720.0,397815808.0,0.0,132235264.0
27-03 04:22:28,0.188,6.266,87.469,5.890,0.0,0.188,8426364928.0,0.0,66985439232.0,419786752.0,0.0,201912320.0
27-03 04:22:29,0.188,5.646,88.080,5.897,0.0,0.188,8504197120.0,0.0,66905960448.0,421433344.0,0.0,182362112.0
27-03 04:22:30,0.126,4.969,88.805,5.975,0.0,0.126,8575418368.0,0.0,66826399744.0,429772800.0,0.0,167546880.0
27-03 04:22:31,0.126,12.492,81.830,5.363,0.0,0.189,7953829888.0,0.0,66856411136.0,1021349888.0,16384.0,240799744.0
27-03 04:22:32,0.189,17.992,76.010,5.429,0.0,0.379,8722329600.0,0.0,66810875904.0,298385408.0,0.0,365887488.0
27-03 04:22:33,0.126,11.894,82.127,5.601,0.0,0.252,8274878464.0,0.0,66682003456.0,874708992.0,0.0,346390528.0
27-03 04:22:34,0.126,5.280,88.561,5.908,0.0,0.126,8380887040.0,0.0,66682003456.0,768700416.0,0.0,189292544.0
27-03 04:22:35,0.189,5.745,88.131,5.808,0.0,0.126,8502837248.0,0.0,66682003456.0,646750208.0,0.0,227590144.0
27-03 04:22:36,0.127,9.866,84.150,5.538,0.0,0.318,8434876416.0,0.0,66681548800.0,715165696.0,24576.0,333365248.0
27-03 04:22:37,0.190,17.394,77.103,5.187,0.0,0.127,8058662912.0,0.0,67376979968.0,395948032.0,0.0,279412736.0
27-03 04:22:38,0.126,6.246,87.571,5.868,0.0,0.189,8097079296.0,0.0,67435057152.0,299454464.0,0.0,204906496.0
27-03 04:22:39,0.126,6.864,87.091,5.730,0.0,0.189,8214274048.0,0.0,67305377792.0,311939072.0,0.0,229490688.0
27-03 04:22:40,0.189,8.638,85.372,5.675,0.0,0.126,8360165376.0,0.0,67144142848.0,327282688.0,0.0,292749312.0
27-03 04:22:41,0.188,7.098,86.746,5.779,0.0,0.188,8406319104.0,0.0,67034472448.0,390799360.0,0.0,243777536.0
27-03 04:22:42,0.126,7.170,86.855,5.723,0.0,0.126,8475996160.0,0.0,66939310080.0,416284672.0,0.0,237514752.0
27-03 04:22:43,0.190,24.557,70.759,4.051,0.0,0.443,8174374912.0,0.0,67197841408.0,459374592.0,16384.0,628502528.0
27-03 04:22:44,0.253,22.314,71.681,5.310,0.0,0.442,7776702464.0,0.0,67760615424.0,294273024.0,0.0,587978240.0
27-03 04:22:45,0.190,15.740,78.319,5.310,0.0,0.442,7864979456.0,0.0,67521302528.0,445308928.0,20480.0,523546624.0
27-03 04:22:46,0.190,29.981,64.769,4.428,0.0,0.633,7025176576.0,0.0,67958087680.0,848326656.0,4096.0,687611904.0
27-03 04:22:47,0.190,14.630,79.481,5.320,0.0,0.380,7284514816.0,0.0,67982077952.0,564998144.0,0.0,531333120.0
27-03 04:22:48,0.253,20.986,73.451,4.741,0.0,0.569,6925664256.0,0.0,67933237248.0,972689408.0,20480.0,640360448.0
27-03 04:22:49,0.191,22.151,72.120,5.092,0.0,0.446,6518116352.0,0.0,68457934848.0,855539712.0,0.0,543485952.0
27-03 04:22:50,0.190,24.525,70.152,4.499,0.0,0.634,6162370560.0,0.0,68349972480.0,1319247872.0,24576.0,726675456.0
27-03 04:22:51,0.127,26.701,67.769,4.768,0.0,0.636,7001202688.0,0.0,68428861440.0,401526784.0,0.0,680042496.0
27-03 04:22:52,0.254,31.492,63.238,4.381,0.0,0.635,7025164288.0,0.0,67911847936.0,894578688.0,28672.0,682881024.0
27-03 04:22:53,0.190,22.742,72.521,3.980,0.0,0.569,7334748160.0,0.0,68056227840.0,440614912.0,0.0,625922048.0
27-03 04:22:54,0.128,21.889,72.559,4.914,0.0,0.511,7631904768.0,0.0,67856723968.0,342962176.0,0.0,761540608.0
27-03 04:22:55,0.253,26.743,68.314,3.992,0.0,0.697,7394107392.0,0.0,68031053824.0,406429696.0,20480.0,719331328.0
27-03 04:22:56,0.256,26.795,67.756,4.679,0.0,0.513,6441000960.0,0.0,68345827328.0,1044762624.0,0.0,856199168.0
27-03 04:22:57,0.253,23.593,70.904,4.744,0.0,0.506,6105251840.0,0.0,68827193344.0,899145728.0,24576.0,556589056.0
27-03 04:22:58,0.190,10.373,83.934,5.313,0.0,0.190,6201188352.0,0.0,68759457792.0,870944768.0,0.0,347901952.0
27-03 04:22:59,0.189,7.920,85.984,5.720,0.0,0.189,6332313600.0,0.0,68700086272.0,799191040.0,0.0,271921152.0
27-03 04:23:00,0.316,14.981,79.330,5.057,0.0,0.316,6008651776.0,0.0,69157232640.0,665706496.0,20480.0,286367744.0
27-03 04:23:01,0.188,8.166,85.616,5.779,0.0,0.251,6121426944.0,0.0,69148377088.0,561786880.0,0.0,257863680.0
27-03 04:23:02,0.126,9.039,85.019,5.626,0.0,0.190,6312435712.0,0.0,69147594752.0,371560448.0,0.0,317468672.0
27-03 04:23:03,0.189,5.538,88.295,5.916,0.0,0.063,6405619712.0,0.0,69066919936.0,359051264.0,0.0,185380864.0
27-03 04:23:04,0.189,10.434,83.721,5.405,0.0,0.251,6306435072.0,0.0,69133881344.0,391274496.0,8192.0,158756864.0
27-03 04:23:05,0.126,5.531,88.309,5.908,0.0,0.126,6398459904.0,0.0,68894814208.0,538316800.0,0.0,183578624.0
27-03 04:23:06,0.126,5.868,87.950,5.868,0.0,0.189,6508331008.0,0.0,68826484736.0,496775168.0,0.0,215379968.0
27-03 04:23:07,0.564,3.759,87.970,7.644,0.0,0.063,6566158336.0,0.0,68813004800.0,452427776.0,3682304.0,117030912.0
27-03 04:23:08,0.126,5.472,88.365,5.912,0.0,0.126,6613786624.0,0.0,68763324416.0,454479872.0,0.0,186384384.0
27-03 04:23:09,0.125,10.226,83.940,5.395,0.0,0.314,6290202624.0,0.0,68651552768.0,889835520.0,8192.0,281894912.0
27-03 04:23:10,0.190,7.396,86.473,5.752,0.0,0.190,6292254720.0,0.0,68651556864.0,887779328.0,0.0,267485184.0
27-03 04:23:11,0.126,6.890,88.685,4.172,0.0,0.126,6137688064.0,0.0,68651556864.0,1042345984.0,0.0,243511296.0
27-03 04:23:12,0.125,0.063,99.812,0.0,0.0,0.0,6127816704.0,0.0,68651556864.0,1052217344.0,0.0,0.0
27-03 04:23:13,0.125,0.0,99.875,0.0,0.0,0.0,6127816704.0,0.0,68651556864.0,1052217344.0,0.0,0.0
27-03 04:23:14,0.125,0.062,99.812,0.0,0.0,0.0,6127816704.0,0.0,68651556864.0,1052217344.0,0.0,47104.0
27-03 04:23:15,0.125,0.0,99.875,0.0,0.0,0.0,6127816704.0,0.0,68651556864.0,1052217344.0,0.0,0.0
27-03 04:23:16,0.250,0.250,99.500,0.0,0.0,0.0,6125719552.0,0.0,68651556864.0,1054314496.0,0.0,0.0
27-03 04:23:17,0.125,0.0,99.875,0.0,0.0,0.0,6124855296.0,0.0,68651556864.0,1055178752.0,0.0,0.0
27-03 04:23:18,0.187,0.062,99.750,0.0,0.0,0.0,6124441600.0,0.0,68651556864.0,1055592448.0,0.0,0.0
27-03 04:23:19,0.125,0.0,99.875,0.0,0.0,0.0,6124138496.0,0.0,68651556864.0,1055895552.0,0.0,0.0
27-03 04:23:20,0.125,0.062,99.812,0.0,0.0,0.0,6124019712.0,0.0,68651556864.0,1056014336.0,0.0,0.0
27-03 04:23:21,0.125,0.0,99.875,0.0,0.0,0.0,6123876352.0,0.0,68651556864.0,1056157696.0,0.0,0.0
27-03 04:23:22,0.187,0.062,99.750,0.0,0.0,0.0,6123876352.0,0.0,68651556864.0,1056157696.0,0.0,0.0
27-03 04:23:23,0.125,0.0,99.875,0.0,0.0,0.0,6123876352.0,0.0,68651556864.0,1056157696.0,0.0,0.0
27-03 04:23:24,0.125,0.062,99.812,0.0,0.0,0.0,6123876352.0,0.0,68651556864.0,1056157696.0,0.0,0.0
27-03 04:23:25,0.125,0.063,99.812,0.0,0.0,0.0,6123876352.0,0.0,68651556864.0,1056157696.0,0.0,0.0
27-03 04:23:26,0.125,0.0,99.875,0.0,0.0,0.0,6123618304.0,0.0,68651560960.0,1056411648.0,0.0,0.0
27-03 04:23:27,0.187,0.062,99.750,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:28,0.125,0.0,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:29,0.125,0.062,99.812,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:30,0.063,0.0,99.937,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:31,0.187,0.062,99.750,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:32,0.125,0.0,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:33,0.125,0.062,99.812,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:34,0.125,0.0,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:35,0.125,0.062,99.812,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:36,0.125,0.0,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:37,0.125,0.062,99.812,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,4096.0
27-03 04:23:38,0.125,0.0,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:39,0.125,0.063,99.812,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:40,0.125,0.0,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:41,0.063,0.063,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:42,0.125,0.0,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,8192.0
27-03 04:23:43,0.125,0.062,99.813,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,0.0
27-03 04:23:44,0.188,0.0,99.812,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,5120.0
27-03 04:23:45,0.063,0.063,99.875,0.0,0.0,0.0,6123253760.0,0.0,68651560960.0,1056776192.0,0.0,54272.0
27-03 04:23:46,0.188,0.0,99.812,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:47,0.125,0.062,99.812,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:48,0.125,0.062,99.812,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:49,0.125,0.0,99.812,0.0,0.0,0.062,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:50,0.125,0.062,99.812,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:51,0.063,0.0,99.937,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:52,0.188,0.0,99.812,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,8192.0
27-03 04:23:53,0.125,0.062,99.812,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:54,0.125,0.062,99.813,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:55,0.125,0.0,99.875,0.0,0.0,0.0,6122991616.0,0.0,68651560960.0,1057038336.0,0.0,0.0
27-03 04:23:56,0.125,0.062,99.812,0.0,0.0,0.0,6122856448.0,0.0,68651560960.0,1057173504.0,0.0,0.0
27-03 04:23:57,0.125,0.0,99.875,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:23:58,0.125,0.062,99.812,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:23:59,0.125,0.0,99.875,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:24:00,0.250,0.062,99.688,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:24:01,0.125,0.062,99.812,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:24:02,0.125,0.0,99.875,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:24:03,0.125,0.062,99.812,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:24:04,0.125,0.0,99.875,0.0,0.0,0.0,6122586112.0,0.0,68651560960.0,1057443840.0,0.0,0.0
27-03 04:24:05,0.187,0.125,99.563,0.125,0.0,0.0,6119157760.0,0.0,68651696128.0,1060737024.0,131072.0,9216.0
27-03 04:24:06,0.125,0.0,99.875,0.0,0.0,0.0,6119157760.0,0.0,68651696128.0,1060737024.0,0.0,0.0
27-03 04:24:07,0.187,0.062,99.750,0.0,0.0,0.0,6118883328.0,0.0,68651700224.0,1061007360.0,0.0,0.0
27-03 04:24:08,0.125,0.0,99.875,0.0,0.0,0.0,6118883328.0,0.0,68651700224.0,1061007360.0,0.0,0.0
27-03 04:24:09,0.125,0.062,99.812,0.0,0.0,0.0,6118883328.0,0.0,68651700224.0,1061007360.0,0.0,0.0
27-03 04:24:10,0.125,0.0,99.875,0.0,0.0,0.0,6118883328.0,0.0,68651700224.0,1061007360.0,0.0,0.0
27-03 04:24:11,0.125,0.0,99.875,0.0,0.0,0.0,6118883328.0,0.0,68651700224.0,1061007360.0,0.0,0.0
27-03 04:24:12,0.125,0.062,99.812,0.0,0.0,0.0,6118883328.0,0.0,68651700224.0,1061007360.0,0.0,0.0
27-03 04:24:13,0.125,0.0,99.875,0.0,0.0,0.0,6118883328.0,0.0,68651700224.0,1061007360.0,0.0,0.0
